# NF3_JJA_p12fit
# x0,x1,y0,y1,by,e0,e1,gy0,gy1,ga,gx0,gx1
36.242,18.450,17.177,-5.660,0.142,10.948,4.301,-49.379,28.372,0.308,40.474,48.496
