# NF4_SON_p12fit
# x0,x1,y0,y1,by,e0,e1,gy0,gy1,ga,gx0,gx1
26.958,8.660,40.786,-19.772,0.152,17.019,8.001,-53.255,52.041,0.366,58.629,59.063
