# SF0_ANN_p12fit
# x0,x1,y0,y1,by,e0,e1,gy0,gy1,ga,gx0,gx1
30.434,4.033,-32.442,-15.257,0.130,75.493,12.132,41.952,44.968,0.488,66.713,-86.659
