# NF2_MAM_p12fit
# x0,x1,y0,y1,by,e0,e1,gy0,gy1,ga,gx0,gx1
31.786,3.858,33.519,-16.758,-669.405,-41.600,1.560,11043.854,85.872,669.578,6003.475,80.459
