# SF1_DJF_p12fit
# x0,x1,y0,y1,by,e0,e1,gy0,gy1,ga,gx0,gx1
29.478,7.284,-48.731,-31.197,0.088,327.402,-3.530,59.583,49.447,0.355,59.492,-87.584
