# NF1_DJF_p12fit
# x0,x1,y0,y1,by,e0,e1,gy0,gy1,ga,gx0,gx1
31.581,5.507,52.037,-20.088,0.107,36.320,9.341,77.047,82.829,0.132,73.343,50.228
