# SF2_MAM_p12fit
# x0,x1,y0,y1,by,e0,e1,gy0,gy1,ga,gx0,gx1
29.776,5.449,-44.403,-21.513,0.120,25.627,10.129,57.057,49.173,0.253,52.374,-59.583
