# NF0_ANN_p12fit
# x0,x1,y0,y1,by,e0,e1,gy0,gy1,ga,gx0,gx1
31.012,4.873,33.943,-17.027,0.132,13.288,13.039,63.375,43.149,0.228,50.778,61.048
