# SF4_SON_p12fit
# x0,x1,y0,y1,by,e0,e1,gy0,gy1,ga,gx0,gx1
30.296,4.814,-36.864,-14.732,0.135,30.789,49.448,37.568,45.222,0.585,36.574,-85.755
